135.540000	-3.620000
59.170000	28.400000
172.710000	-43.600000
146.170000	-7.210000
121.280000	22.870000
103.140000	-6.230000
144.870000	42.950000
151.300000	47.200000
-112.120000	28.160000
94.160000	2.790000
-73.070000	-36.400000
-150.980000	-59.400000
78.360000	-40.340000
-177.740000	-26.210000
122.700000	-7.210000
-63.200000	-26.830000
130.990000	-6.820000
-20.600000	-0.770000
-29.880000	-55.630000
-70.040000	-20.170000
168.990000	-19.140000
168.140000	-18.360000
-71.560000	-30.300000
78.420000	-38.760000
154.430000	-5.250000
13.330000	42.330000
-68.330000	-22.230000
-176.820000	-29.610000
164.880000	-11.180000
92.520000	7.160000
-179.110000	-19.580000
-81.160000	-1.090000
